([1, 1, 1, 1, 1], [2, 3, 8, 10, 7], 169)
([4, 1], [6, 5, 6, 6, 6], 378)
([4, 1], [6, 6, 6, 6, 7], 226)
([4, 1], [6, 6, 6, 6, 9], 947)
([4, 1], [6, 10, 6, 6, 6], 431)
([4, 1], [6, 12, 12, 12, 12], 495)
([4, 1], [6, 13, 6, 6, 6], 538)
([4, 1], [6, 14, 6, 6, 6], 588)
([4, 1], [6, 14, 14, 14, 14], 483)
([4, 1], [7, 7, 3, 7, 7], 790)
([4, 1], [7, 7, 7, 7, 4], 978)
([4, 1], [7, 7, 7, 8, 7], 701)
([4, 1], [7, 7, 7, 10, 7], 26)
([4, 1], [7, 7, 7, 12, 7], 624)
([4, 1], [7, 7, 7, 14, 7], 344)
([4, 1], [8, 3, 3, 3, 3], 67)
([4, 1], [8, 8, 6, 8, 8], 891)
([4, 1], [8, 8, 8, 8, 5], 9)
([4, 1], [8, 8, 8, 8, 7], 235)
([4, 1], [8, 8, 8, 8, 14], 768)
([4, 1], [8, 8, 8, 12, 8], 917)
([4, 1], [8, 10, 8, 8, 8], 641)
([4, 1], [8, 11, 8, 8, 8], 357)
([4, 1], [8, 11, 11, 11, 11], 685)
([4, 1], [8, 14, 14, 14, 14], 490)
([4, 1], [9, 7, 7, 7, 7], 287)
([4, 1], [9, 9, 2, 9, 9], 907)
([4, 1], [9, 9, 5, 9, 9], 556)
([4, 1], [9, 9, 7, 9, 9], 503)
([4, 1], [9, 9, 8, 9, 9], 176)
([4, 1], [9, 9, 9, 9, 4], 727)
([4, 1], [9, 9, 9, 9, 11], 822)
([4, 1], [9, 12, 12, 12, 12], 811)
([4, 1], [10, 3, 10, 10, 10], 868)
([4, 1], [10, 10, 6, 10, 10], 781)
([4, 1], [10, 10, 10, 10, 4], 784)
([4, 1], [10, 10, 11, 10, 10], 944)
([4, 1], [10, 10, 12, 10, 10], 113)
([4, 1], [11, 6, 6, 6, 6], 406)
([4, 1], [11, 7, 7, 7, 7], 740)
([4, 1], [11, 13, 13, 13, 13], 948)
([4, 1], [12, 12, 12, 2, 12], 927)
([4, 1], [12, 12, 12, 12, 10], 306)
([4, 1], [12, 12, 12, 12, 11], 731)
([4, 1], [12, 12, 13, 12, 12], 453)
([4, 1], [13, 3, 3, 3, 3], 652)
([4, 1], [13, 4, 4, 4, 4], 284)
([4, 1], [13, 7, 7, 7, 7], 985)
([4, 1], [13, 8, 8, 8, 8], 742)
([4, 1], [13, 10, 13, 13, 13], 724)
([4, 1], [13, 13, 4, 13, 13], 328)
([4, 1], [13, 13, 13, 3, 13], 703)
([4, 1], [13, 13, 13, 7, 13], 475)
([4, 1], [13, 13, 13, 9, 13], 709)
([4, 1], [13, 13, 13, 13, 5], 555)
([4, 1], [13, 13, 13, 13, 8], 77)
([4, 1], [13, 13, 13, 13, 12], 28)
([4, 1], [13, 14, 13, 13, 13], 782)
([4, 1], [14, 12, 14, 14, 14], 994)
([4, 1], [14, 14, 14, 3, 14], 50)
([4, 1], [14, 14, 14, 14, 2], 290)
([4, 1], [14, 14, 14, 14, 9], 734)
([4, 1], [14, 14, 14, 14, 11], 14)
([5], [11, 11, 11, 11, 11], 488)
251287184
